id,text,language
19361,خوب بود اما می‌توانست بهتر باشد,fa
19362,What a beautiful day!,en
19363,I am so tired of this nonsense.,en
19364,Worst day ever.,en
19365,لا يعجبني هذا,ar
19366,मैं इससे खुश नहीं हूँ।,hi
19367,Could be better.,en
19368,This is terrible...,en
19369,What a beautiful day!,en
19370,Ich bin enttäuscht.,de
19371,لا يعجبني هذا,ar
19372,मैं इससे खुश नहीं हूँ।,hi
19373,Absolutely fantastic experience!,en
19374,बहुत ही अच्छा प्रदर्शन!,hi
19375,اليوم كان رائعًا,ar
19376,اليوم كان رائعًا,ar
19377,Worst day ever.,en
19378,Ich bin enttäuscht.,de
19379,اليوم كان رائعًا,ar
19380,Absolutely fantastic experience!,en
19381,من خیلی ناراحتم,fa
19382,यह ठीक था।,hi
19383,मैं इससे खुश नहीं हूँ।,hi
19384,مقبول لكنه ليس الأفضل,ar
19385,I am so tired of this nonsense.,en
19386,Could be better.,en
19387,यह ठीक था।,hi
19388,لا يعجبني هذا,ar
19389,I love this!,en
19390,Could be better.,en
19391,Worst day ever.,en
19392,This is terrible...,en
19393,Worst day ever.,en
19394,Could be better.,en
19395,I am so tired of this nonsense.,en
19396,बहुत ही अच्छा प्रदर्शन!,hi
19397,من خیلی ناراحتم,fa
19398,मैं इससे खुश नहीं हूँ।,hi
19399,Das war unglaublich!,de
19400,I am so tired of this nonsense.,en
19401,मैं इससे खुश नहीं हूँ।,hi
19402,I am so tired of this nonsense.,en
19403,Das war unglaublich!,de
19404,What a beautiful day!,en
19405,اليوم كان رائعًا,ar
19406,Worst day ever.,en
19407,I am so tired of this nonsense.,en
19408,"Nicht schlecht, aber nicht gut.",de
19409,اليوم كان رائعًا,ar
19410,من خیلی ناراحتم,fa
19411,لا يعجبني هذا,ar
19412,बहुत ही अच्छा प्रदर्शन!,hi
19413,Worst day ever.,en
19414,This is terrible...,en
19415,Could be better.,en
19416,Could be better.,en
19417,"Nicht schlecht, aber nicht gut.",de
19418,Worst day ever.,en
19419,اليوم كان رائعًا,ar
19420,बहुत ही अच्छा प्रदर्शन!,hi
19421,Ich bin enttäuscht.,de
19422,Could be better.,en
19423,Absolutely fantastic experience!,en
19424,Ich bin enttäuscht.,de
19425,Worst day ever.,en
19426,I am so tired of this nonsense.,en
19427,Das war unglaublich!,de
19428,I love this!,en
19429,This is terrible...,en
19430,مقبول لكنه ليس الأفضل,ar
19431,I am so tired of this nonsense.,en
19432,Absolutely fantastic experience!,en
19433,What a beautiful day!,en
19434,"Nicht schlecht, aber nicht gut.",de
19435,خوب بود اما می‌توانست بهتر باشد,fa
19436,Ich bin enttäuscht.,de
19437,این بهترین روز من بود,fa
19438,"Nicht schlecht, aber nicht gut.",de
19439,مقبول لكنه ليس الأفضل,ar
19440,I love this!,en
19441,این بهترین روز من بود,fa
19442,"Nicht schlecht, aber nicht gut.",de
19443,من خیلی ناراحتم,fa
19444,Could be better.,en
19445,मैं इससे खुश नहीं हूँ।,hi
19446,لا يعجبني هذا,ar
19447,من خیلی ناراحتم,fa
19448,मैं इससे खुश नहीं हूँ।,hi
19449,من خیلی ناراحتم,fa
19450,This is terrible...,en
19451,Das war unglaublich!,de
19452,خوب بود اما می‌توانست بهتر باشد,fa
19453,"Nicht schlecht, aber nicht gut.",de
19454,Worst day ever.,en
19455,این بهترین روز من بود,fa
19456,बहुत ही अच्छा प्रदर्शन!,hi
19457,I love this!,en
19458,من خیلی ناراحتم,fa
19459,این بهترین روز من بود,fa
19460,من خیلی ناراحتم,fa
19461,"Nicht schlecht, aber nicht gut.",de
19462,I love this!,en
19463,मैं इससे खुश नहीं हूँ।,hi
19464,من خیلی ناراحتم,fa
19465,مقبول لكنه ليس الأفضل,ar
19466,Ich bin enttäuscht.,de
19467,Absolutely fantastic experience!,en
19468,What a beautiful day!,en
19469,I love this!,en
19470,I love this!,en
19471,اليوم كان رائعًا,ar
19472,Absolutely fantastic experience!,en
19473,Das war unglaublich!,de
19474,Ich bin enttäuscht.,de
19475,Ich bin enttäuscht.,de
19476,Could be better.,en
19477,यह ठीक था।,hi
19478,What a beautiful day!,en
19479,What a beautiful day!,en
19480,मैं इससे खुश नहीं हूँ।,hi
19481,مقبول لكنه ليس الأفضل,ar
19482,Ich bin enttäuscht.,de
19483,"Nicht schlecht, aber nicht gut.",de
19484,این بهترین روز من بود,fa
19485,यह ठीक था।,hi
19486,This is terrible...,en
19487,من خیلی ناراحتم,fa
19488,خوب بود اما می‌توانست بهتر باشد,fa
19489,خوب بود اما می‌توانست بهتر باشد,fa
19490,خوب بود اما می‌توانست بهتر باشد,fa
19491,Worst day ever.,en
19492,Das war unglaublich!,de
19493,I am so tired of this nonsense.,en
19494,لا يعجبني هذا,ar
19495,बहुत ही अच्छा प्रदर्शन!,hi
19496,This is terrible...,en
19497,Das war unglaublich!,de
19498,اليوم كان رائعًا,ar
19499,What a beautiful day!,en
19500,Worst day ever.,en
19501,لا يعجبني هذا,ar
19502,यह ठीक था।,hi
19503,I love this!,en
19504,I am so tired of this nonsense.,en
19505,لا يعجبني هذا,ar
19506,لا يعجبني هذا,ar
19507,Das war unglaublich!,de
19508,من خیلی ناراحتم,fa
19509,बहुत ही अच्छा प्रदर्शन!,hi
19510,बहुत ही अच्छा प्रदर्शन!,hi
19511,यह ठीक था।,hi
19512,बहुत ही अच्छा प्रदर्शन!,hi
19513,خوب بود اما می‌توانست بهتر باشد,fa
19514,Worst day ever.,en
19515,من خیلی ناراحتم,fa
19516,बहुत ही अच्छा प्रदर्शन!,hi
19517,I am so tired of this nonsense.,en
19518,Worst day ever.,en
19519,मैं इससे खुश नहीं हूँ।,hi
19520,Das war unglaublich!,de
19521,من خیلی ناراحتم,fa
19522,این بهترین روز من بود,fa
19523,این بهترین روز من بود,fa
19524,Could be better.,en
19525,من خیلی ناراحتم,fa
19526,I love this!,en
19527,من خیلی ناراحتم,fa
19528,مقبول لكنه ليس الأفضل,ar
19529,This is terrible...,en
19530,لا يعجبني هذا,ar
19531,"Nicht schlecht, aber nicht gut.",de
19532,बहुत ही अच्छा प्रदर्शन!,hi
19533,I love this!,en
19534,Could be better.,en
19535,اليوم كان رائعًا,ar
19536,I am so tired of this nonsense.,en
19537,Absolutely fantastic experience!,en
19538,اليوم كان رائعًا,ar
19539,This is terrible...,en
19540,اليوم كان رائعًا,ar
19541,Ich bin enttäuscht.,de
19542,لا يعجبني هذا,ar
19543,این بهترین روز من بود,fa
19544,لا يعجبني هذا,ar
19545,اليوم كان رائعًا,ar
19546,What a beautiful day!,en
19547,बहुत ही अच्छा प्रदर्शन!,hi
19548,बहुत ही अच्छा प्रदर्शन!,hi
19549,Ich bin enttäuscht.,de
19550,Das war unglaublich!,de
19551,خوب بود اما می‌توانست بهتر باشد,fa
19552,لا يعجبني هذا,ar
19553,Absolutely fantastic experience!,en
19554,I love this!,en
19555,I love this!,en
19556,What a beautiful day!,en
19557,Could be better.,en
19558,मैं इससे खुश नहीं हूँ।,hi
19559,मैं इससे खुश नहीं हूँ।,hi
19560,Ich bin enttäuscht.,de
19561,Absolutely fantastic experience!,en
19562,"Nicht schlecht, aber nicht gut.",de
19563,خوب بود اما می‌توانست بهتر باشد,fa
19564,Das war unglaublich!,de
19565,I am so tired of this nonsense.,en
19566,لا يعجبني هذا,ar
19567,Ich bin enttäuscht.,de
19568,Ich bin enttäuscht.,de
19569,"Nicht schlecht, aber nicht gut.",de
19570,Could be better.,en
19571,لا يعجبني هذا,ar
19572,What a beautiful day!,en
19573,Ich bin enttäuscht.,de
19574,Worst day ever.,en
19575,What a beautiful day!,en
19576,"Nicht schlecht, aber nicht gut.",de
19577,This is terrible...,en
19578,مقبول لكنه ليس الأفضل,ar
19579,Worst day ever.,en
19580,What a beautiful day!,en
19581,This is terrible...,en
19582,Absolutely fantastic experience!,en
19583,Ich bin enttäuscht.,de
19584,Worst day ever.,en
19585,مقبول لكنه ليس الأفضل,ar
19586,Worst day ever.,en
19587,I am so tired of this nonsense.,en
19588,لا يعجبني هذا,ar
19589,Worst day ever.,en
19590,Absolutely fantastic experience!,en
19591,Worst day ever.,en
19592,Worst day ever.,en
19593,Ich bin enttäuscht.,de
19594,مقبول لكنه ليس الأفضل,ar
19595,I am so tired of this nonsense.,en
19596,Ich bin enttäuscht.,de
19597,لا يعجبني هذا,ar
19598,बहुत ही अच्छा प्रदर्शन!,hi
19599,اليوم كان رائعًا,ar
19600,बहुत ही अच्छा प्रदर्शन!,hi
19601,I am so tired of this nonsense.,en
19602,मैं इससे खुश नहीं हूँ।,hi
19603,Worst day ever.,en
19604,यह ठीक था।,hi
19605,Could be better.,en
19606,Das war unglaublich!,de
19607,Could be better.,en
19608,What a beautiful day!,en
19609,Worst day ever.,en
19610,خوب بود اما می‌توانست بهتر باشد,fa
19611,"Nicht schlecht, aber nicht gut.",de
19612,این بهترین روز من بود,fa
19613,Absolutely fantastic experience!,en
19614,اليوم كان رائعًا,ar
19615,I am so tired of this nonsense.,en
19616,I am so tired of this nonsense.,en
19617,Das war unglaublich!,de
19618,من خیلی ناراحتم,fa
19619,I love this!,en
19620,لا يعجبني هذا,ar
19621,यह ठीक था।,hi
19622,What a beautiful day!,en
19623,اليوم كان رائعًا,ar
19624,यह ठीक था।,hi
19625,این بهترین روز من بود,fa
19626,این بهترین روز من بود,fa
19627,What a beautiful day!,en
19628,اليوم كان رائعًا,ar
19629,Could be better.,en
19630,I am so tired of this nonsense.,en
19631,لا يعجبني هذا,ar
19632,"Nicht schlecht, aber nicht gut.",de
19633,Could be better.,en
19634,What a beautiful day!,en
19635,من خیلی ناراحتم,fa
19636,Could be better.,en
19637,مقبول لكنه ليس الأفضل,ar
19638,This is terrible...,en
19639,لا يعجبني هذا,ar
19640,Ich bin enttäuscht.,de
19641,This is terrible...,en
19642,What a beautiful day!,en
19643,"Nicht schlecht, aber nicht gut.",de
19644,Ich bin enttäuscht.,de
19645,I love this!,en
19646,مقبول لكنه ليس الأفضل,ar
19647,لا يعجبني هذا,ar
19648,خوب بود اما می‌توانست بهتر باشد,fa
19649,Worst day ever.,en
19650,What a beautiful day!,en
19651,Absolutely fantastic experience!,en
19652,اليوم كان رائعًا,ar
19653,What a beautiful day!,en
19654,What a beautiful day!,en
19655,Das war unglaublich!,de
19656,यह ठीक था।,hi
19657,Worst day ever.,en
19658,I love this!,en
19659,Could be better.,en
19660,Das war unglaublich!,de
19661,اليوم كان رائعًا,ar
19662,لا يعجبني هذا,ar
19663,What a beautiful day!,en
19664,मैं इससे खुश नहीं हूँ।,hi
19665,لا يعجبني هذا,ar
19666,"Nicht schlecht, aber nicht gut.",de
19667,Could be better.,en
19668,خوب بود اما می‌توانست بهتر باشد,fa
19669,اليوم كان رائعًا,ar
19670,"Nicht schlecht, aber nicht gut.",de
19671,I love this!,en
19672,बहुत ही अच्छा प्रदर्शन!,hi
19673,من خیلی ناراحتم,fa
19674,Could be better.,en
19675,I love this!,en
19676,यह ठीक था।,hi
19677,من خیلی ناراحتم,fa
19678,What a beautiful day!,en
19679,Could be better.,en
19680,Ich bin enttäuscht.,de
19681,This is terrible...,en
19682,Das war unglaublich!,de
19683,बहुत ही अच्छा प्रदर्शन!,hi
19684,I am so tired of this nonsense.,en
19685,Worst day ever.,en
19686,यह ठीक था।,hi
19687,"Nicht schlecht, aber nicht gut.",de
19688,من خیلی ناراحتم,fa
19689,Absolutely fantastic experience!,en
19690,I love this!,en
19691,यह ठीक था।,hi
19692,Ich bin enttäuscht.,de
19693,Worst day ever.,en
19694,This is terrible...,en
19695,لا يعجبني هذا,ar
19696,خوب بود اما می‌توانست بهتر باشد,fa
19697,मैं इससे खुश नहीं हूँ।,hi
19698,من خیلی ناراحتم,fa
19699,"Nicht schlecht, aber nicht gut.",de
19700,اليوم كان رائعًا,ar
19701,I am so tired of this nonsense.,en
19702,I love this!,en
19703,Worst day ever.,en
19704,Worst day ever.,en
19705,"Nicht schlecht, aber nicht gut.",de
19706,Das war unglaublich!,de
19707,Worst day ever.,en
19708,Ich bin enttäuscht.,de
